headline,Positive,Neutral,Negative,Compound
"Dow Closes Above 25,000 as 2-Year Rally Rolls On",0.0,1.0,0.0,0.0
Daniel Kaluuya Isn’t Waiting for Your Approval,0.341,0.659,0.0,0.4767
Trump Administration Takes Step That Could Threaten Marijuana Legalization Movement,0.0,0.776,0.224,-0.3818
"Winter Storm Pounds Northeast With Wind, Snow and Flooding",0.0,1.0,0.0,0.0
Resolutions of a Cancer Doctor,0.0,0.476,0.524,-0.6597
How to Make Breakfast Like a Conceptual Artist,0.263,0.737,0.0,0.3612
December’s Most Popular Listings,0.508,0.492,0.0,0.4754
Legal Boot Camp for New Judges in New York,0.158,0.842,0.0,0.128
Notes From the Book Review Archives,0.0,1.0,0.0,0.0
Virginia Official Pulls Republican’s Name From Bowl to Pick Winner of Tied Race,0.241,0.759,0.0,0.5859
Time Flies When You’re the Capital of the World,0.0,1.0,0.0,0.0
"After Trump Seeks to Block Book, Publisher Hastens Release",0.0,0.734,0.266,-0.4404
Want a Better Workout? Just Breathe,0.512,0.488,0.0,0.4939
Met Changes 50-Year Admissions Policy: Non-New Yorkers Must Pay,0.0,0.851,0.149,-0.1027
Here’s a Present — if You Qualify,0.0,1.0,0.0,0.0
New Shingles Vaccine Is Cost Effective,0.383,0.617,0.0,0.4767
Zimbabwe Releases American Charged With Insulting Mugabe,0.0,0.5,0.5,-0.6124
House Hunting in … Morocco,0.0,1.0,0.0,0.0
The Met Should Be Open to All. The New Pay Policy Is a Mistake.,0.0,0.759,0.241,-0.4215
Must I Keep This Useless Gift?,0.286,0.394,0.32,-0.09
The Real Nanny Diaries,0.0,1.0,0.0,0.0
André Holland and Mark Rylance in New Season at Shakespeare’s Globe,0.0,1.0,0.0,0.0
"Train Crash Near Kroonstad, South Africa, Kills at Least 18",0.0,0.563,0.437,-0.7351
Trump Proposes New Health Plan Options for Small Businesses,0.0,1.0,0.0,0.0
Who Will Get Charles Manson’s Body? A Legal Battle Is Underway,0.115,0.687,0.198,-0.2732
"We Won! Wait, Maybe Not.",0.499,0.501,0.0,0.6114
Theresa May Apologizes for Delays in Britain’s Health System,0.238,0.762,0.0,0.3612
"Vienna ‘New Year’s Baby’ Greeted First With Hate, Then Hearts",0.374,0.409,0.216,0.4019
‘Angels in America’ Casts Stephen Spinella and Bob the Drag Queen,0.0,0.84,0.16,-0.2263
Companies Warn of Hits From Tax Cuts. Don’t Be Fooled.,0.0,0.53,0.47,-0.6369
Historic Church to Be New Home for Children’s Museum of Manhattan,0.0,1.0,0.0,0.0
Antioxidants Don’t Ease Muscle Soreness After Exercise,0.294,0.706,0.0,0.3612
Trump Moves to Open Nearly All Offshore Waters to Drilling,0.0,1.0,0.0,0.0
The 12.17.17 Issue,0.0,1.0,0.0,0.0
Modernizing a Southern Home Without Losing Its Charm,0.209,0.575,0.216,-0.0191
"Iran Lashes Out at Its Enemies, at Home and Abroad, Amid Protests",0.0,0.662,0.338,-0.6249
"After a Plane Crash, Questions About Travel in Costa Rica",0.0,0.769,0.231,-0.4019
The Iguanas Falling From Trees in Florida? They Probably Aren’t Dead,0.0,0.604,0.396,-0.7096
Global Warming’s Toll on Coral Reefs: As if They’re ‘Ravaged by War’,0.0,1.0,0.0,0.0
Japanese Comedian Who Used Blackface Comes Under Fire Online,0.217,0.583,0.2,0.0516
Seth Meyers Is Ready for the Golden Globes. And This Moment.,0.2,0.8,0.0,0.3612
"A Successful Marriage Is Never as Easy as A, B, C",0.25,0.592,0.158,0.3387
Israel Offers African Migrants a Choice: Ticket Out or Jail,0.0,1.0,0.0,0.0
The N.F.L.’s Fastest Players? You Might Be Surprised,0.213,0.787,0.0,0.2263
"In Norway, Electric and Hybrid Cars Outsell Conventional Models",0.0,1.0,0.0,0.0
2017 Set a Record for Losses From Natural Disasters. It Could Get Worse.,0.12,0.431,0.45,-0.7845
"What’s Going On in This Graph? | Jan. 9, 2018",0.0,1.0,0.0,0.0
Nigeria Rescues Another Student From 2014 Chibok Kidnapping,0.247,0.753,0.0,0.3182
‘Not the Old Jags’: Defense Brings the Playoffs to Jacksonville,0.143,0.857,0.0,0.128
Los Angeles Times Newsroom Voting on Whether to Unionize,0.0,1.0,0.0,0.0
"Baltimore City Schools Are Without Heat, Prompting Protests From Teachers and Parents",0.132,0.868,0.0,0.1695
‘Game of Thrones’ Won’t Return Until 2019,0.0,1.0,0.0,0.0
"Trump, Citing Pakistan as a ‘Safe Haven’ for Terrorists, Freezes Aid",0.0,0.634,0.366,-0.6369
Ars Nova Finds a New Theater in Greenwich Village,0.0,1.0,0.0,0.0
Have a Question About U.S. Marijuana Laws?,0.0,1.0,0.0,0.0
A Race to Photograph the City’s Disappearing Diners,0.0,1.0,0.0,0.0
What Goes With Basketball? Dance.,0.0,1.0,0.0,0.0
ISIS Suicide Attack Kills at Least 20 in Kabul,0.0,0.351,0.649,-0.9022
"Shopping, Bravery, Conspiracy Theories and Robots: Our Favorite Student Comments This Week",0.333,0.484,0.183,0.4215
"After Dow 25,000, the Party Has to End. But When?",0.171,0.829,0.0,0.2144
Turkey Calls U.S. Conviction of Banker ‘Scandalous’,0.0,1.0,0.0,0.0
Bobby Darin Who? Jonathan Groff Gets It Now,0.0,1.0,0.0,0.0
Keeping People Safe in New York City Emergencies,0.293,0.707,0.0,0.4404
Sixers’ Throwback Anthem Becomes the Soundtrack of a Comeback,0.0,1.0,0.0,0.0
How Much Watching Time Do You Have This Weekend?,0.0,1.0,0.0,0.0
‘Am I Going to Have to Put Mickey Mouse in “American Horror Story”?’,0.0,0.764,0.236,-0.5719
Review Finds Crime at New York Hotels Used to Shelter Homeless,0.0,0.741,0.259,-0.5423
Right and Left React to the Clash Between Trump and Bannon,0.0,1.0,0.0,0.0
Winter ‘Bomb Cyclone’ Snarls Air Traffic Up and Down East Coast,0.0,1.0,0.0,0.0
Parachute Jump to Prexy’s,0.0,1.0,0.0,0.0
Bronx Fire Claims 13th Victim,0.0,0.4,0.6,-0.5423
10 Shows We’ll Be Talking About in January,0.0,1.0,0.0,0.0
"Led by the Mercers, Bannon’s Allies Abandon Him",0.0,0.707,0.293,-0.4404
Trump Administration Postpones an Obama Fair-Housing Rule,0.0,0.741,0.259,-0.2732
"Senators and Trump Inch Toward DACA Deal, but a Wall Divides Them",0.0,1.0,0.0,0.0
New George R.R. Martin Adaptation Coming to Syfy and Netflix,0.0,1.0,0.0,0.0
What You Need to Do Because of Flaws in Computer Chips,0.0,1.0,0.0,0.0
"Michael Wolff, From Local Media Scourge to National Newsmaker",0.0,1.0,0.0,0.0
Newly Appointed U.S. Prosecutors Inherit Major Cases,0.0,1.0,0.0,0.0
California Defiant in Face of Federal Move to Get Tough on Marijuana,0.0,0.746,0.254,-0.34
Trump Closes Voter Fraud Panel That Bickered More Than It Revealed,0.0,0.725,0.275,-0.5859
Restructuring New York’s Taxes Sounds Good. Now for the Details.,0.244,0.756,0.0,0.4404
Rise of Bitcoin Competitor Ripple Creates Wealth to Rival Zuckerberg,0.398,0.602,0.0,0.6486
Obstruction Inquiry Shows Trump’s Struggle to Keep Grip on Russia Investigation,0.0,0.813,0.187,-0.3182
Toronto Theater Director Resigns Amid Sexual Misconduct Accusations,0.0,0.566,0.434,-0.5574
Teenager Charged With Manslaughter in Attack at Subway Station,0.0,0.588,0.412,-0.5994
Serena Williams Withdraws From Australian Open,0.0,1.0,0.0,0.0
Call Letters That Ask a Question,0.0,1.0,0.0,0.0
Alabama Newspaper Executive Resigns After Admitting He Once Spanked a Reporter,0.0,0.813,0.187,-0.3182
How 30 Blocks Became 30 Years,0.0,0.725,0.275,-0.2263
"At Barcelona, Coutinho Deal Isn’t the Only Ticking Clock",0.0,1.0,0.0,0.0
A Rival Steps Up to Challenge Turkey’s President Erdogan,0.14,0.86,0.0,0.0772
Torbjorn Rodland’s Puzzling Photos Are Unsettling and Arousing,0.0,1.0,0.0,0.0
North and South Korea Agree to Border Talks Next Week,0.217,0.783,0.0,0.3612
"Peru’s Fujimori Is Released From Hospital, After Outcry Over Pardon",0.169,0.588,0.243,-0.25
Word + Quiz: conspiracy,0.0,0.469,0.531,-0.5267
How to Win at Winter When You Hate Winter,0.262,0.483,0.255,0.0258
The Rams Bank on Playoff Football to Win Over Los Angeles,0.275,0.725,0.0,0.5859
Social Media,0.0,1.0,0.0,0.0
A Voracious Starfish Is Destroying the Great Barrier Reef,0.27,0.395,0.336,0.0
"Teaching Activities for: ‘North Korea’s Overture Raises Hopes, but Huge Obstacles Loom’",0.281,0.522,0.197,0.1154
Trevor Noah Says Trump Should Embrace ‘Fire and Fury’ Book,0.204,0.796,0.0,0.3182
The 12.24.17 Issue,0.0,1.0,0.0,0.0
New Sentences: From Eileen Myles’s ‘Afterglow’,0.194,0.806,0.0,0.0516
Muddy: A Blues,0.0,1.0,0.0,0.0
Behind the Cover: 1.7.18,0.0,1.0,0.0,0.0
How HQ Trivia Became the Best Worst Thing on the Internet,0.243,0.52,0.237,0.0258
The Struggling Artist at 86,0.0,0.357,0.643,-0.6597
Are You a Sneaker Head?,0.0,1.0,0.0,0.0
Judge John Hodgman on Proper Posting Habits,0.0,1.0,0.0,0.0
How to Speak Gibberish,0.0,1.0,0.0,0.0
U.S. Job Market’s Strength Is Allowing More to Share in Pay Gains,0.462,0.458,0.08,0.7703
A Trove of Continental Fiction Explores Loss,0.0,0.723,0.277,-0.3182
New Pot Policy by Trump Administration Draws Bipartisan Fire,0.0,0.769,0.231,-0.34
U.S. and South Korea Start Trade Talks Amid Rising Tensions,0.0,0.769,0.231,-0.4019
Ways to Save in 2018,0.444,0.556,0.0,0.4939
How ‘The Alienist’ Finally Found a Screen,0.0,1.0,0.0,0.0
"With ‘Electric Dreams,’ Philip K. Dick Gets the TV Anthology Treatment",0.0,0.752,0.248,-0.5106
What Makes a Nick Saban Quarterback,0.0,1.0,0.0,0.0
"The Forecast: ‘The Americans’ Ends, J.K. Simmons Multiplies",0.0,1.0,0.0,0.0
Writer’s Retreat,0.643,0.357,0.0,0.2023
How Does Your Landlord Calculate Your Rent?,0.0,1.0,0.0,0.0
Teenagers in The Times: December 2017,0.0,1.0,0.0,0.0
Teaching With: ‘A Liquid Fear’,0.0,1.0,0.0,0.0
Remember Trump’s Pitch on Health Care Associations? Now We Know What He Meant,0.211,0.789,0.0,0.4939
"Long Before Video, Japanese Fought Suicide in the ‘Sea of Trees’",0.0,0.57,0.43,-0.7783
The Unexpected Branch on the Family Tree,0.0,1.0,0.0,0.0
Does Magnesium Help You Sleep?,0.403,0.597,0.0,0.4019
‘Breaking Ice’ Makes Music From a Classic Skating Rivalry,0.0,1.0,0.0,0.0
‘Waitress’ Star Has a Tip for You: Marry Your Best Friend,0.451,0.549,0.0,0.8126
"Cutting Off Pakistan, U.S. Takes Gamble in Complex Afghan War",0.0,0.597,0.403,-0.6597
"When You Take a Promotion, but Still Want to Move On",0.127,0.873,0.0,0.1154
The Bright (and Dark) Side of Roger Deakins,0.293,0.707,0.0,0.4404
"How Howard Bloom, Writer and Former Publicist, Spends His Sundays",0.0,1.0,0.0,0.0
Kicking Off the New Year With a Bang: DealBook Briefing,0.0,1.0,0.0,0.0
"Your Week in Culture: Jaamil Olawale Kosoko, the Killers, a ‘Lavender Scare’ Opera",0.0,0.736,0.264,-0.6486
Michael Wolff Says Trump Has Less Credibility Than ‘Anyone Who Has Ever Walked on Earth’,0.0,1.0,0.0,0.0
What’s New in NYC Theater,0.0,1.0,0.0,0.0
"Pop, Rock and Jazz in NYC This Week",0.0,1.0,0.0,0.0
Classical Music in NYC This Week,0.0,1.0,0.0,0.0
Farhad and Mike’s Week in Tech: Another Huge Security Flaw,0.37,0.63,0.0,0.5719
Confessions of an Open House Addict,0.0,1.0,0.0,0.0
Comedy in NYC This Week,0.385,0.615,0.0,0.3612
There’s More to Naming a Company After Yourself Than Ego,0.0,1.0,0.0,0.0
"Count Bank Overdraft Fees as a Holiday Expense, Too",0.252,0.748,0.0,0.4019
Film Series in NYC This Week,0.0,1.0,0.0,0.0
Art in NYC This Week,0.0,1.0,0.0,0.0
Dance in NYC This Week,0.0,1.0,0.0,0.0
Events for Children in NYC This Week,0.0,1.0,0.0,0.0
New Pregame Trickery: Distract the Visiting Team With Bad YouTube Videos,0.0,0.506,0.494,-0.7783
Why Even Tougher Regulations on Smoking Are Justified,0.423,0.577,0.0,0.5267
Thomas Haden Church Is Keeping That Mustache,0.0,1.0,0.0,0.0
Could One of These Four Screenplays Win the Oscar?,0.322,0.678,0.0,0.5859
"For Your Reconsideration: Supporting Whom<em>,</em> Exactly?",0.367,0.633,0.0,0.4404
Hip-Hop’s Year of Dangerous Living Put the Accused on the Charts,0.0,0.629,0.371,-0.6486
"Arthur Mitchell, Ballet’s ‘Grandfather of Diversity’",0.0,1.0,0.0,0.0
An Eyelash-Freezing ‘Icy Hell’: The One Spot That Could Feel Like Minus 100,0.172,0.828,0.0,0.3612
When It Costs Double to Let Your 12-Year-Old Fly Alone,0.0,0.818,0.182,-0.25
What to Cook This Weekend,0.0,1.0,0.0,0.0
A Weeknight Dish for Lovers of Non-Fishy Fish,0.327,0.673,0.0,0.5267
Should You Buy Bitcoin? Ask a Different Question First,0.0,1.0,0.0,0.0
The #MeToo Moment: What’s Next?,0.0,1.0,0.0,0.0
Will Awards Season Ever Be the Same?,0.333,0.667,0.0,0.4588
What the Smiles Concealed,0.508,0.492,0.0,0.4767
Why Everyone is Wearing Black at the Golden Globes,0.0,1.0,0.0,0.0
The Empty Gesture of Red Carpet Protest,0.0,0.568,0.432,-0.4215
The Red Carpet Is Its Own Economy,0.0,1.0,0.0,0.0
"After #AskHerMore and #MeToo, Time’s Up",0.0,1.0,0.0,0.0
The New Red Carpet,0.0,1.0,0.0,0.0
"For Trump, Book Raises Familiar Questions of Loyalty and Candor",0.28,0.72,0.0,0.5423
Cellphone and Computer Searches at U.S. Border Rise Under Trump,0.0,1.0,0.0,0.0
Is Today’s Jazz Finally Outrunning the Past?,0.0,1.0,0.0,0.0
"Amid Calls from Trump, F.B.I. Renews Questions Over Clinton Foundation",0.0,1.0,0.0,0.0
Fire-Breathing Robots Bring Anarchy to a Chelsea Art Gallery,0.0,1.0,0.0,0.0
White House Immigration Demands Imperil Bipartisan Talks,0.0,1.0,0.0,0.0
Britain Considers a ‘Latte Levy’ to Cut the Use of Coffee Cups,0.0,0.84,0.16,-0.2732
It’s Emily Brontë’s Party. Can Lily Cole Host It if She Wants To?,0.184,0.816,0.0,0.4019
"You’re Over 75, and You’re Healthy. Why Are You Taking a Statin?",0.197,0.803,0.0,0.4019
American Detained by U.S. Military Says He Wants to Sue,0.0,0.769,0.231,-0.4019
487 Original Programs Aired in 2017. Bet You Didn’t Watch Them All.,0.173,0.827,0.0,0.3182
What to Read About North Korea,0.0,1.0,0.0,0.0
"Chris Christie Interview Excerpts: The Governor on Trump, the Transition and His Record",0.0,1.0,0.0,0.0
Christie on His Relationship With Trump (Great) and His Regrets (Few) as New Jersey’s Governor,0.209,0.663,0.128,0.3818
Republican Senators Raise Possible Charges Against Author of Trump Dossier,0.0,0.811,0.189,-0.2732
A Calming Elixir to Drink Before Bedtime ,0.31,0.69,0.0,0.4019
Obama Announced as First Guest on New Letterman Talk Show,0.0,1.0,0.0,0.0
Scanning an Ancient Biblical Text That Humans Fear to Open,0.0,0.738,0.262,-0.4939
"Here Are the Producers Guild Contenders, Led by ‘Wonder Woman’ and ‘Get Out’",0.0,1.0,0.0,0.0
Catalonia’s Separatists: In Exile. In Jail. In Power?,0.0,1.0,0.0,0.0
Golden Globes 2018: Where to Stream the Nominated and Winning Movies and TV Shows,0.207,0.793,0.0,0.5267
From Bicycles to Wooden Beams: The Weird Stuff Found in City Sewage,0.0,0.866,0.134,-0.1779
How to Check the Safety of a Charter Airline,0.259,0.741,0.0,0.4215
Expect Environmental Battles to Be ‘Even More Significant’ in 2018,0.0,0.776,0.224,-0.3818
Miss Golden Globe Is No More. Long Live the Golden Globe Ambassador.,0.0,0.725,0.275,-0.4215
Georgian Court Sentences Mikheil Saakashvili in Absentia to 3 Years in Prison,0.083,0.69,0.228,-0.4767
"Irn Bru, a Scottish Favorite, Loses Some Sugar",0.265,0.531,0.204,0.1779
"For the Living, a Donated Face. For the Dead, a Lifelike Replacement.",0.0,0.719,0.281,-0.6486
The C.D.C. Wants to Get People Prepared for Nuclear War,0.138,0.58,0.283,-0.4588
New Jersey Is Last State to Insist at Gas Stations: Don’t Touch That Pump,0.0,1.0,0.0,0.0
"After a Tragedy, Making the Case for Costa Rica",0.0,0.645,0.355,-0.6597
Stephen Fry Steps Down as Bafta Film Awards Host,0.273,0.727,0.0,0.4588
The Best Movies and TV Shows New to Netflix Australia in January,0.276,0.724,0.0,0.6369
"When the Knicks Visit Dallas, Only One Thing Will Be Missing",0.0,0.82,0.18,-0.296
A Pianist’s Big Prize: The 8 Best Classical Music Moments of the Week on YouTube,0.366,0.634,0.0,0.8176
"And the Winners Are, Part I: The Winners of the 2017 Super Mega Crossword Contest",0.457,0.543,0.0,0.8779
"At Minnesota, Another Athlete Is Suspended in a Sexual Assault Case",0.0,0.566,0.434,-0.7845
"And the Winners Are, Part II: Report on the ‘Hidden Contest’",0.237,0.763,0.0,0.4767
"The Playlist: Justin Timberlake Stays Funky (for Now), and 9 More New Songs",0.0,0.896,0.104,-0.1027
Cancer Deaths Continue a Steep Decline,0.0,0.532,0.468,-0.6597
Band of the Insulted: The Nicknames of Trump’s Adversaries,0.0,0.569,0.431,-0.6486
"At Least 1,900 Immigrants Were Rejected Because of Mail Problems",0.0,0.571,0.429,-0.7184
"Macron Opens Year Pulling No Punches With Journalists, or Anyone",0.0,0.804,0.196,-0.296
"E. Coli Deaths Linked to Romaine Lettuce, Officials Say",0.0,1.0,0.0,0.0
Where to Stream Aaron Sorkin’s Best Work,0.412,0.588,0.0,0.6369
A Mummified Child’s Remains Show Signs of a Modern Scourge,0.0,1.0,0.0,0.0
Man Who Posed as a Doctor at 18 Is Going to Prison at 20,0.0,0.798,0.202,-0.5106
Shoves and Shouts Mar a Winning Debut at Anfield,0.298,0.702,0.0,0.5267
"As a 2-State Solution Loses Steam, a 1-State Plan Gains Traction",0.313,0.533,0.153,0.34
Open Thread: This Week in Style News,0.0,1.0,0.0,0.0
"For Many Public Housing Residents, It’s Cold Inside, Too",0.0,1.0,0.0,0.0
"Ex-S.E.C. Official, Robert Khuzami, Joins Manhattan U.S. Attorney’s Office",0.0,1.0,0.0,0.0
What We’re Reading,0.0,1.0,0.0,0.0
Big Tech to Join Legal Fight Against Net Neutrality Repeal,0.278,0.526,0.195,0.0258
Taxes as Charity? New Jersey Towns Try to Elude G.O.P. Tax Law,0.203,0.797,0.0,0.4215
"As Trump Targets the Press, His White House Is Screening a Journalism Tribute",0.0,1.0,0.0,0.0
U.S. Sanctions Four More Venezuela Officials,0.0,1.0,0.0,0.0
Uber Shareholders Including Kalanick Loosen Grip With Sales of Stock,0.0,1.0,0.0,0.0
"Without Naming Trump, Twitter Says It Won’t Block World Leaders",0.0,0.756,0.244,-0.4404
"Looted Antiques Seized From Billionaire’s Home, Prosecutors Say",0.0,1.0,0.0,0.0
The U.S. Wanted to Discuss Iran. Russia Brought Up Black Lives Matter.,0.091,0.909,0.0,0.0258
"Google in Toronto’s Streets, and a Focus on Food: Canada Letter",0.0,1.0,0.0,0.0
ESPN Fires Donovan McNabb and Eric Davis After Lawsuit,0.0,0.808,0.192,-0.2263
Have High Hopes,0.583,0.417,0.0,0.4215
Maduro Cuts Off Venezuela’s Air and Sea Traffic With 3 Island Neighbors,0.0,0.833,0.167,-0.296
Yukon Government Gives In to Liquor Industry on Warning Label Experiment,0.0,0.806,0.194,-0.34
How Difficult Is It to Break a Lease?,0.0,0.737,0.263,-0.3612
Humira’s Best-Selling Drug Formula: Start at a High Price. Go Higher.,0.0,1.0,0.0,0.0
11 of Our Best Weekend Reads,0.457,0.543,0.0,0.6369
"Newfound Pride in Guaraní, a Language Long Disdained in Paraguay",0.211,0.789,0.0,0.34
"From Mexico to the U.S., a Nafta Tale of Two Truckers",0.0,1.0,0.0,0.0
What Will Laura Dern Wear to the Golden Globes? (Hint: It Will Be Black),0.0,1.0,0.0,0.0
A Swiss Banker Helped Americans Dodge Taxes. Was It a Crime?,0.0,0.741,0.259,-0.5423
A Place for Us to Skate,0.0,1.0,0.0,0.0
Epiphany Celebrations Around the World,0.0,1.0,0.0,0.0
Southwest Airlines Settles Suit but Denies Colluding to Keep Ticket Prices High,0.0,0.606,0.394,-0.7579
"Trump, Defending His Mental Fitness, Says He’s a ‘Very Stable Genius’",0.323,0.677,0.0,0.5106
"Merkel and Other German Leaders Try, Again, to Form a Government",0.0,1.0,0.0,0.0
‘Maybe in Another Life’ Becomes Now,0.0,1.0,0.0,0.0
Bradie Tennell Lands an Unlikely Spot on the Olympic Figure Skating Team,0.0,1.0,0.0,0.0
Tapes Reveal Egyptian Leaders’ Tacit Acceptance of Jerusalem Move,0.273,0.727,0.0,0.4588
Medical Research? Congress Cheers. Medical Care? Congress Brawls.,0.526,0.474,0.0,0.7691
A Mother’s Determination Withstands Years of Tumult,0.31,0.69,0.0,0.4019
J.F.K. Airport Plagued by Delays After Winter Storm,0.0,1.0,0.0,0.0
"What’s the Cure for Ailing Nations? More Kings and Queens, Monarchists Say",0.0,1.0,0.0,0.0
"Stolen Vodka Bottle, Said to Be Worth $1.3 Million, Is Found Drained and Dented",0.102,0.591,0.306,-0.5859
"As Low-Power Local Radio Rises, Tiny Voices Become a Collective Shout",0.0,1.0,0.0,0.0
Variety: Acrostic,0.0,1.0,0.0,0.0
Call to Remove Homeless People (All 8) Before Royal Wedding Stirs Anger,0.175,0.602,0.223,-0.2023
"‘Everything I’ve Done Is 100 Percent Proper,’ Trump Says of Russia Inquiry",0.0,1.0,0.0,0.0
Man Who Sheltered Homeless People in His Basement Stops After City Order,0.0,0.873,0.127,-0.1531
"In Alps, Avalanche Warnings and Stranded Skiers After 6 Feet of Snow",0.0,0.833,0.167,-0.296
Let’s Talk About the Gorilla Channel for One More Day,0.0,1.0,0.0,0.0
How U.S. Intelligence Agencies Underestimated North Korea,0.304,0.49,0.206,0.25
India’s Economic Woes Are Piercing Modi’s Aura of Invulnerability,0.0,0.734,0.266,-0.4404
Vowel Play,0.706,0.294,0.0,0.34
